rank, configurations,google pixel format, model format, energy_efficiency estimated
1866,300333-0-1,[3- 0- 0- 3- 3- 3- 0- 1],2-1-0-0-1-1-1-0-1,12161355359.836342
1867,333300-1-0,[3- 3- 3- 3- 0- 0- 1- 0],2-1-1-1-1-0-0-1-0,12159865750.881203
1868,020220-2-0,[0- 2- 0- 2- 2- 0- 2- 0],1-0-1-0-1-1-0-2-0,12157473936.28593
1869,110010-2-0,[1- 1- 0- 0- 1- 0- 2- 0],0-1-1-0-0-1-0-2-0,12157138322.643568
1870,222220-0-1,[2- 2- 2- 2- 2- 0- 0- 1],1-1-1-1-1-1-0-0-1,12156590383.959312
1871,033330-1-3,[0- 3- 3- 3- 3- 0- 1- 3],2-0-1-1-1-1-0-1-3,12156134883.090584
1872,000030-3-3,[0- 0- 0- 0- 3- 0- 3- 3],2-0-0-0-0-1-0-3-3,12155964521.313898
1873,330000-3-2,[3- 3- 0- 0- 0- 0- 3- 2],2-1-1-0-0-0-0-3-2,12155379023.24191
1874,011001-2-0,[0- 1- 1- 0- 0- 1- 2- 0],0-0-1-1-0-0-1-2-0,12154759368.33418
1875,000202-3-0,[0- 0- 0- 2- 0- 2- 3- 0],1-0-0-0-1-0-1-3-0,12152724768.883266
1876,011000-3-1,[0- 1- 1- 0- 0- 0- 3- 1],0-0-1-1-0-0-0-3-1,12145156447.902927
1877,303030-2-0,[3- 0- 3- 0- 3- 0- 2- 0],2-1-0-1-0-1-0-2-0,12143057857.821709
1878,222200-1-0,[2- 2- 2- 2- 0- 0- 1- 0],1-1-1-1-1-0-0-1-0,12139693898.999722
1879,010010-1-1,[0- 1- 0- 0- 1- 0- 1- 1],0-0-1-0-0-1-0-1-1,12139191753.301998
1880,022202-0-3,[0- 2- 2- 2- 0- 2- 0- 3],1-0-1-1-1-0-1-0-3,12138938242.303658
1881,110101-0-2,[1- 1- 0- 1- 0- 1- 0- 2],0-1-1-0-1-0-1-0-2,12138773184.673897
1882,001001-1-1,[0- 0- 1- 0- 0- 1- 1- 1],0-0-0-1-0-0-1-1-1,12136595182.193432
1883,200000-3-2,[2- 0- 0- 0- 0- 0- 3- 2],1-1-0-0-0-0-0-3-2,12134351505.579838
1884,003333-0-1,[0- 0- 3- 3- 3- 3- 0- 1],2-0-0-1-1-1-1-0-1,12129844786.189919
1885,001110-0-2,[0- 0- 1- 1- 1- 0- 0- 2],0-0-0-1-1-1-0-0-2,12129055441.381067
1886,003330-1-3,[0- 0- 3- 3- 3- 0- 1- 3],2-0-0-1-1-1-0-1-3,12128798407.434437
1887,100010-3-1,[1- 0- 0- 0- 1- 0- 3- 1],0-1-0-0-0-1-0-3-1,12126515775.2443
1888,100010-1-1,[1- 0- 0- 0- 1- 0- 1- 1],0-1-0-0-0-1-0-1-1,12125682741.606579
1889,110101-1-3,[1- 1- 0- 1- 0- 1- 1- 3],0-1-1-0-1-0-1-1-3,12124912547.12825
1890,222220-1-0,[2- 2- 2- 2- 2- 0- 1- 0],1-1-1-1-1-1-0-1-0,12123804008.552631
1891,220020-1-3,[2- 2- 0- 0- 2- 0- 1- 3],1-1-1-0-0-1-0-1-3,12123463330.91906
1892,033000-3-3,[0- 3- 3- 0- 0- 0- 3- 3],2-0-1-1-0-0-0-3-3,12123396162.26507
1893,220020-3-0,[2- 2- 0- 0- 2- 0- 3- 0],1-1-1-0-0-1-0-3-0,12119257081.062113
1894,003003-1-1,[0- 0- 3- 0- 0- 3- 1- 1],2-0-0-1-0-0-1-1-1,12117339973.202953
1895,300333-0-3,[3- 0- 0- 3- 3- 3- 0- 3],2-1-0-0-1-1-1-0-3,12115926764.170506
1896,010001-1-1,[0- 1- 0- 0- 0- 1- 1- 1],0-0-1-0-0-0-1-1-1,12114151505.62933
1897,000222-0-3,[0- 0- 0- 2- 2- 2- 0- 3],1-0-0-0-1-1-1-0-3,12111273909.64893
1898,000011-1-1,[0- 0- 0- 0- 1- 1- 1- 1],0-0-0-0-0-1-1-1-1,12106625762.729717
1899,001111-3-0,[0- 0- 1- 1- 1- 1- 3- 0],0-0-0-1-1-1-1-3-0,12104523656.910658
1900,020200-1-1,[0- 2- 0- 2- 0- 0- 1- 1],1-0-1-0-1-0-0-1-1,12103999304.876509
1901,110100-3-1,[1- 1- 0- 1- 0- 0- 3- 1],0-1-1-0-1-0-0-3-1,12102426508.221973
1902,002220-2-0,[0- 0- 2- 2- 2- 0- 2- 0],1-0-0-1-1-1-0-2-0,12098568464.344006
1903,330000-3-1,[3- 3- 0- 0- 0- 0- 3- 1],2-1-1-0-0-0-0-3-1,12097361665.233845
1904,000020-1-3,[0- 0- 0- 0- 2- 0- 1- 3],1-0-0-0-0-1-0-1-3,12096383980.530746
1905,020002-1-3,[0- 2- 0- 0- 0- 2- 1- 3],1-0-1-0-0-0-1-1-3,12095782698.909895
1906,330033-0-3,[3- 3- 0- 0- 3- 3- 0- 3],2-1-1-0-0-1-1-0-3,12092136002.239012
1907,200220-2-0,[2- 0- 0- 2- 2- 0- 2- 0],1-1-0-0-1-1-0-2-0,12091370957.887661
1908,220202-0-3,[2- 2- 0- 2- 0- 2- 0- 3],1-1-1-0-1-0-1-0-3,12091132023.481224
1909,110011-0-2,[1- 1- 0- 0- 1- 1- 0- 2],0-1-1-0-0-1-1-0-2,12087393347.906761
1910,000003-1-2,[0- 0- 0- 0- 0- 3- 1- 2],2-0-0-0-0-0-1-1-2,12086689214.959343
1911,333330-0-2,[3- 3- 3- 3- 3- 0- 0- 2],2-1-1-1-1-1-0-0-2,12084688290.071741
1912,000101-1-1,[0- 0- 0- 1- 0- 1- 1- 1],0-0-0-0-1-0-1-1-1,12081538197.768261
1913,020000-3-3,[0- 2- 0- 0- 0- 0- 3- 3],1-0-1-0-0-0-0-3-3,12077705201.862314
1914,300330-1-3,[3- 0- 0- 3- 3- 0- 1- 3],2-1-0-0-1-1-0-1-3,12077391703.250614
1915,003000-2-3,[0- 0- 3- 0- 0- 0- 2- 3],2-0-0-1-0-0-0-2-3,12074754345.662663
1916,002000-1-2,[0- 0- 2- 0- 0- 0- 1- 2],1-0-0-1-0-0-0-1-2,12073752133.371729
1917,111001-1-3,[1- 1- 1- 0- 0- 1- 1- 3],0-1-1-1-0-0-1-1-3,12073499253.696144
1918,011100-2-0,[0- 1- 1- 1- 0- 0- 2- 0],0-0-1-1-1-0-0-2-0,12071168409.086943
1919,000100-1-3,[0- 0- 0- 1- 0- 0- 1- 3],0-0-0-0-1-0-0-1-3,12071013365.611631
1920,333000-0-1,[3- 3- 3- 0- 0- 0- 0- 1],2-1-1-1-0-0-0-0-1,12069247774.160717
1921,000110-3-1,[0- 0- 0- 1- 1- 0- 3- 1],0-0-0-0-1-1-0-3-1,12067097013.717308
1922,020220-3-0,[0- 2- 0- 2- 2- 0- 3- 0],1-0-1-0-1-1-0-3-0,12063377679.931559
1923,200000-3-3,[2- 0- 0- 0- 0- 0- 3- 3],1-1-0-0-0-0-0-3-3,12062465007.01087
1924,020020-1-1,[0- 2- 0- 0- 2- 0- 1- 1],1-0-1-0-0-1-0-1-1,12060886580.874937
1925,202000-3-1,[2- 0- 2- 0- 0- 0- 3- 1],1-1-0-1-0-0-0-3-1,12059651588.970163
1926,010010-3-1,[0- 1- 0- 0- 1- 0- 3- 1],0-0-1-0-0-1-0-3-1,12053568531.292347
1927,010101-2-0,[0- 1- 0- 1- 0- 1- 2- 0],0-0-1-0-1-0-1-2-0,12053424829.047255
1928,333300-1-3,[3- 3- 3- 3- 0- 0- 1- 3],2-1-1-1-1-0-0-1-3,12053088768.089684
1929,002200-1-1,[0- 0- 2- 2- 0- 0- 1- 1],1-0-0-1-1-0-0-1-1,12052726718.879906
1930,200020-1-1,[2- 0- 0- 0- 2- 0- 1- 1],1-1-0-0-0-1-0-1-1,12049336938.541649
1931,033003-1-3,[0- 3- 3- 0- 0- 3- 1- 3],2-0-1-1-0-0-1-1-3,12047081215.538404
1932,111000-2-0,[1- 1- 1- 0- 0- 0- 2- 0],0-1-1-1-0-0-0-2-0,12046599352.890455
1933,030033-0-2,[0- 3- 0- 0- 3- 3- 0- 2],2-0-1-0-0-1-1-0-2,12042634774.08968
1934,010100-1-1,[0- 1- 0- 1- 0- 0- 1- 1],0-0-1-0-1-0-0-1-1,12041507319.50877
1935,300000-2-3,[3- 0- 0- 0- 0- 0- 2- 3],2-1-0-0-0-0-0-2-3,12040962014.022678
1936,300300-1-2,[3- 0- 0- 3- 0- 0- 1- 2],2-1-0-0-1-0-0-1-2,12038261332.400248
1937,101011-1-3,[1- 0- 1- 0- 1- 1- 1- 3],0-1-0-1-0-1-1-1-3,12036479397.798008
1938,022020-1-3,[0- 2- 2- 0- 2- 0- 1- 3],1-0-1-1-0-1-0-1-3,12033681957.283379
1939,000303-3-0,[0- 0- 0- 3- 0- 3- 3- 0],2-0-0-0-1-0-1-3-0,12030363213.751307
1940,022200-3-0,[0- 2- 2- 2- 0- 0- 3- 0],1-0-1-1-1-0-0-3-0,12028982972.242899
1941,003003-2-0,[0- 0- 3- 0- 0- 3- 2- 0],2-0-0-1-0-0-1-2-0,12026638627.27679
1942,111001-0-2,[1- 1- 1- 0- 0- 1- 0- 2],0-1-1-1-0-0-1-0-2,12026497693.217293
1943,010101-1-3,[0- 1- 0- 1- 0- 1- 1- 3],0-0-1-0-1-0-1-1-3,12024821483.188261
1944,030030-1-2,[0- 3- 0- 0- 3- 0- 1- 2],2-0-1-0-0-1-0-1-2,12024204383.805119
1945,033000-1-2,[0- 3- 3- 0- 0- 0- 1- 2],2-0-1-1-0-0-0-1-2,12023412562.32471
1946,001010-3-1,[0- 0- 1- 0- 1- 0- 3- 1],0-0-0-1-0-1-0-3-1,12021264965.4141
1947,111010-3-0,[1- 1- 1- 0- 1- 0- 3- 0],0-1-1-1-0-1-0-3-0,12019061342.407633
1948,003333-1-0,[0- 0- 3- 3- 3- 3- 1- 0],2-0-0-1-1-1-1-1-0,12015457642.104053
1949,030333-1-0,[0- 3- 0- 3- 3- 3- 1- 0],2-0-1-0-1-1-1-1-0,12015049321.524544
1950,022020-3-0,[0- 2- 2- 0- 2- 0- 3- 0],1-0-1-1-0-1-0-3-0,12014065012.938684
1951,033030-3-0,[0- 3- 3- 0- 3- 0- 3- 0],2-0-1-1-0-1-0-3-0,12012848390.722511
1952,333000-3-0,[3- 3- 3- 0- 0- 0- 3- 0],2-1-1-1-0-0-0-3-0,12011993964.226631
1953,020202-0-1,[0- 2- 0- 2- 0- 2- 0- 1],1-0-1-0-1-0-1-0-1,12011164375.656584
1954,100100-3-1,[1- 0- 0- 1- 0- 0- 3- 1],0-1-0-0-1-0-0-3-1,12010100329.833015
1955,300303-0-2,[3- 0- 0- 3- 0- 3- 0- 2],2-1-0-0-1-0-1-0-2,12009156208.979929
1956,111101-1-0,[1- 1- 1- 1- 0- 1- 1- 0],0-1-1-1-1-0-1-1-0,12007892387.588146
1957,010100-3-1,[0- 1- 0- 1- 0- 0- 3- 1],0-0-1-0-1-0-0-3-1,12006823615.550259
1958,110110-3-0,[1- 1- 0- 1- 1- 0- 3- 0],0-1-1-0-1-1-0-3-0,12004112489.129007
1959,100111-0-2,[1- 0- 0- 1- 1- 1- 0- 2],0-1-0-0-1-1-1-0-2,12003989780.470913
1960,033300-2-0,[0- 3- 3- 3- 0- 0- 2- 0],2-0-1-1-1-0-0-2-0,12002090158.597242
1961,010011-3-0,[0- 1- 0- 0- 1- 1- 3- 0],0-0-1-0-0-1-1-3-0,11998621941.19416
1962,001101-1-3,[0- 0- 1- 1- 0- 1- 1- 3],0-0-0-1-1-0-1-1-3,11996460858.866642
1963,300033-1-0,[3- 0- 0- 0- 3- 3- 1- 0],2-1-0-0-0-1-1-1-0,11996256538.19003
1964,101110-3-0,[1- 0- 1- 1- 1- 0- 3- 0],0-1-0-1-1-1-0-3-0,11996157780.86247
1965,000300-2-1,[0- 0- 0- 3- 0- 0- 2- 1],2-0-0-0-1-0-0-2-1,11996057411.154842
1966,000020-3-1,[0- 0- 0- 0- 2- 0- 3- 1],1-0-0-0-0-1-0-3-1,11994826505.996513
1967,100101-2-0,[1- 0- 0- 1- 0- 1- 2- 0],0-1-0-0-1-0-1-2-0,11992681531.263374
1968,011001-1-3,[0- 1- 1- 0- 0- 1- 1- 3],0-0-1-1-0-0-1-1-3,11992594333.123304
1969,303003-1-0,[3- 0- 3- 0- 0- 3- 1- 0],2-1-0-1-0-0-1-1-0,11991393925.44746
1970,000303-1-1,[0- 0- 0- 3- 0- 3- 1- 1],2-0-0-0-1-0-1-1-1,11990466883.116238
1971,030000-3-2,[0- 3- 0- 0- 0- 0- 3- 2],2-0-1-0-0-0-0-3-2,11990328228.968082
1972,202002-1-3,[2- 0- 2- 0- 0- 2- 1- 3],1-1-0-1-0-0-1-1-3,11989578315.99606
1973,101000-3-1,[1- 0- 1- 0- 0- 0- 3- 1],0-1-0-1-0-0-0-3-1,11985298556.466164
1974,220220-0-2,[2- 2- 0- 2- 2- 0- 0- 2],1-1-1-0-1-1-0-0-2,11984546561.223276
1975,000030-3-1,[0- 0- 0- 0- 3- 0- 3- 1],2-0-0-0-0-1-0-3-1,11984405222.55521
1976,220000-3-1,[2- 2- 0- 0- 0- 0- 3- 1],1-1-1-0-0-0-0-3-1,11979410102.016422
1977,333033-0-0,[3- 3- 3- 0- 3- 3- 0- 0],2-1-1-1-0-1-1-0-0,11978371408.80288
1978,200200-3-1,[2- 0- 0- 2- 0- 0- 3- 1],1-1-0-0-1-0-0-3-1,11977244980.936502
1979,002020-1-1,[0- 0- 2- 0- 2- 0- 1- 1],1-0-0-1-0-1-0-1-1,11977140637.915169
1980,202000-1-1,[2- 0- 2- 0- 0- 0- 1- 1],1-1-0-1-0-0-0-1-1,11977051999.453468
1981,100011-1-3,[1- 0- 0- 0- 1- 1- 1- 3],0-1-0-0-0-1-1-1-3,11973676296.074757
1982,003300-1-2,[0- 0- 3- 3- 0- 0- 1- 2],2-0-0-1-1-0-0-1-2,11971600793.622995
1983,011001-3-0,[0- 1- 1- 0- 0- 1- 3- 0],0-0-1-1-0-0-1-3-0,11971254531.091545
1984,000001-1-3,[0- 0- 0- 0- 0- 1- 1- 3],0-0-0-0-0-0-1-1-3,11971053958.91879
1985,033033-0-3,[0- 3- 3- 0- 3- 3- 0- 3],2-0-1-1-0-1-1-0-3,11967313493.214949
1986,000330-1-2,[0- 0- 0- 3- 3- 0- 1- 2],2-0-0-0-1-1-0-1-2,11964632625.383402
1987,100001-1-1,[1- 0- 0- 0- 0- 1- 1- 1],0-1-0-0-0-0-1-1-1,11964431309.326077
1988,001000-3-1,[0- 0- 1- 0- 0- 0- 3- 1],0-0-0-1-0-0-0-3-1,11961795562.961964
1989,000111-0-2,[0- 0- 0- 1- 1- 1- 0- 2],0-0-0-0-1-1-1-0-2,11956558353.889414
1990,200200-1-1,[2- 0- 0- 2- 0- 0- 1- 1],1-1-0-0-1-0-0-1-1,11951799807.500328
1991,020020-1-3,[0- 2- 0- 0- 2- 0- 1- 3],1-0-1-0-0-1-0-1-3,11951280813.653181
1992,100011-3-0,[1- 0- 0- 0- 1- 1- 3- 0],0-1-0-0-0-1-1-3-0,11948951789.002346
1993,110100-2-0,[1- 1- 0- 1- 0- 0- 2- 0],0-1-1-0-1-0-0-2-0,11948412409.412428
1994,033030-1-1,[0- 3- 3- 0- 3- 0- 1- 1],2-0-1-1-0-1-0-1-1,11945962024.526121
1995,011010-2-0,[0- 1- 1- 0- 1- 0- 2- 0],0-0-1-1-0-1-0-2-0,11943763437.785841
1996,333000-1-0,[3- 3- 3- 0- 0- 0- 1- 0],2-1-1-1-0-0-0-1-0,11942280790.2496
1997,000101-1-3,[0- 0- 0- 1- 0- 1- 1- 3],0-0-0-0-1-0-1-1-3,11942145165.553017
1998,303030-1-3,[3- 0- 3- 0- 3- 0- 1- 3],2-1-0-1-0-1-0-1-3,11940287601.839039
1999,001011-2-0,[0- 0- 1- 0- 1- 1- 2- 0],0-0-0-1-0-1-1-2-0,11939217962.841316
2000,011101-0-1,[0- 1- 1- 1- 0- 1- 0- 1],0-0-1-1-1-0-1-0-1,11936872864.515928
2001,300000-1-2,[3- 0- 0- 0- 0- 0- 1- 2],2-1-0-0-0-0-0-1-2,11936416815.29493
2002,300000-3-2,[3- 0- 0- 0- 0- 0- 3- 2],2-1-0-0-0-0-0-3-2,11935986471.876625
2003,101010-1-3,[1- 0- 1- 0- 1- 0- 1- 3],0-1-0-1-0-1-0-1-3,11934413914.268726
2004,030330-3-0,[0- 3- 0- 3- 3- 0- 3- 0],2-0-1-0-1-1-0-3-0,11933265634.25216
2005,100100-1-1,[1- 0- 0- 1- 0- 0- 1- 1],0-1-0-0-1-0-0-1-1,11931586439.95065
2006,011110-3-0,[0- 1- 1- 1- 1- 0- 3- 0],0-0-1-1-1-1-0-3-0,11930441842.048105
2007,110111-0-3,[1- 1- 0- 1- 1- 1- 0- 3],0-1-1-0-1-1-1-0-3,11929688409.41211
2008,303030-3-0,[3- 0- 3- 0- 3- 0- 3- 0],2-1-0-1-0-1-0-3-0,11929564575.965496
2009,030303-0-2,[0- 3- 0- 3- 0- 3- 0- 2],2-0-1-0-1-0-1-0-2,11926690470.278767
2010,001110-2-0,[0- 0- 1- 1- 1- 0- 2- 0],0-0-0-1-1-1-0-2-0,11922049568.699883
2011,000010-1-1,[0- 0- 0- 0- 1- 0- 1- 1],0-0-0-0-0-1-0-1-1,11921679167.802366
2012,101101-1-3,[1- 0- 1- 1- 0- 1- 1- 3],0-1-0-1-1-0-1-1-3,11921659090.497631
2013,020022-0-3,[0- 2- 0- 0- 2- 2- 0- 3],1-0-1-0-0-1-1-0-3,11913535243.803923
2014,002020-1-3,[0- 0- 2- 0- 2- 0- 1- 3],1-0-0-1-0-1-0-1-3,11913258865.284702
2015,003000-3-3,[0- 0- 3- 0- 0- 0- 3- 3],2-0-0-1-0-0-0-3-3,11913080765.650324
2016,111100-3-0,[1- 1- 1- 1- 0- 0- 3- 0],0-1-1-1-1-0-0-3-0,11912269817.990793
2017,200020-1-3,[2- 0- 0- 0- 2- 0- 1- 3],1-1-0-0-0-1-0-1-3,11912069834.963718
2018,000022-0-2,[0- 0- 0- 0- 2- 2- 0- 2],1-0-0-0-0-1-1-0-2,11909252704.44938
2019,101001-2-0,[1- 0- 1- 0- 0- 1- 2- 0],0-1-0-1-0-0-1-2-0,11908303749.687935
2020,000100-3-1,[0- 0- 0- 1- 0- 0- 3- 1],0-0-0-0-1-0-0-3-1,11907024058.826725
2021,100110-2-0,[1- 0- 0- 1- 1- 0- 2- 0],0-1-0-0-1-1-0-2-0,11905599805.101967
2022,001101-0-2,[0- 0- 1- 1- 0- 1- 0- 2],0-0-0-1-1-0-1-0-2,11905278486.385508
2023,000010-3-1,[0- 0- 0- 0- 1- 0- 3- 1],0-0-0-0-0-1-0-3-1,11904457277.595753
2024,333003-0-0,[3- 3- 3- 0- 0- 3- 0- 0],2-1-1-1-0-0-1-0-0,11904117055.71165
2025,020002-0-2,[0- 2- 0- 0- 0- 2- 0- 2],1-0-1-0-0-0-1-0-2,11903670501.935429
2026,003033-0-2,[0- 0- 3- 0- 3- 3- 0- 2],2-0-0-1-0-1-1-0-2,11902721322.785059
2027,030333-0-1,[0- 3- 0- 3- 3- 3- 0- 1],2-0-1-0-1-1-1-0-1,11901944234.974379
2028,033300-3-0,[0- 3- 3- 3- 0- 0- 3- 0],2-0-1-1-1-0-0-3-0,11893795491.985191
2029,101100-2-0,[1- 0- 1- 1- 0- 0- 2- 0],0-1-0-1-1-0-0-2-0,11893672355.54821
2030,000303-2-0,[0- 0- 0- 3- 0- 3- 2- 0],2-0-0-0-1-0-1-2-0,11893554402.787945
2031,330030-1-3,[3- 3- 0- 0- 3- 0- 1- 3],2-1-1-0-0-1-0-1-3,11892801270.410673
2032,303003-0-2,[3- 0- 3- 0- 0- 3- 0- 2],2-1-0-1-0-0-1-0-2,11892455071.41659
2033,011010-0-2,[0- 1- 1- 0- 1- 0- 0- 2],0-0-1-1-0-1-0-0-2,11890699884.626865
2034,300300-3-1,[3- 0- 0- 3- 0- 0- 3- 1],2-1-0-0-1-0-0-3-1,11889153140.547386
2035,001011-0-2,[0- 0- 1- 0- 1- 1- 0- 2],0-0-0-1-0-1-1-0-2,11888061226.704264
2036,111010-0-2,[1- 1- 1- 0- 1- 0- 0- 2],0-1-1-1-0-1-0-0-2,11880654752.043419
2037,011001-0-2,[0- 1- 1- 0- 0- 1- 0- 2],0-0-1-1-0-0-1-0-2,11878829049.006779
2038,000333-0-2,[0- 0- 0- 3- 3- 3- 0- 2],2-0-0-0-1-1-1-0-2,11878687683.897943
2039,222200-1-3,[2- 2- 2- 2- 0- 0- 1- 3],1-1-1-1-1-0-0-1-3,11874278373.691364
2040,333000-0-2,[3- 3- 3- 0- 0- 0- 0- 2],2-1-1-1-0-0-0-0-2,11870611451.97498
2041,202220-0-2,[2- 0- 2- 2- 2- 0- 0- 2],1-1-0-1-1-1-0-0-2,11869896682.15367
2042,303000-2-0,[3- 0- 3- 0- 0- 0- 2- 0],2-1-0-1-0-0-0-2-0,11869887203.58044
2043,033003-0-2,[0- 3- 3- 0- 0- 3- 0- 2],2-0-1-1-0-0-1-0-2,11865655399.935337
2044,010101-3-0,[0- 1- 0- 1- 0- 1- 3- 0],0-0-1-0-1-0-1-3-0,11862067462.68731
2045,200002-1-3,[2- 0- 0- 0- 0- 2- 1- 3],1-1-0-0-0-0-1-1-3,11859423727.350819
2046,030300-1-2,[0- 3- 0- 3- 0- 0- 1- 2],2-0-1-0-1-0-0-1-2,11849653010.523533
2047,010101-0-2,[0- 1- 0- 1- 0- 1- 0- 2],0-0-1-0-1-0-1-0-2,11845248981.593723
2048,030330-1-3,[0- 3- 0- 3- 3- 0- 1- 3],2-0-1-0-1-1-0-1-3,11844991820.433943
2049,001111-0-3,[0- 0- 1- 1- 1- 1- 0- 3],0-0-0-1-1-1-1-0-3,11844757867.721485
2050,033030-2-0,[0- 3- 3- 0- 3- 0- 2- 0],2-0-1-1-0-1-0-2-0,11839751352.829908
2051,000002-1-3,[0- 0- 0- 0- 0- 2- 1- 3],1-0-0-0-0-0-1-1-3,11835339768.555687
2052,202020-1-3,[2- 0- 2- 0- 2- 0- 1- 3],1-1-0-1-0-1-0-1-3,11828359641.62917
2053,222000-3-0,[2- 2- 2- 0- 0- 0- 3- 0],1-1-1-1-0-0-0-3-0,11821998118.33755
2054,022002-1-0,[0- 2- 2- 0- 0- 2- 1- 0],1-0-1-1-0-0-1-1-0,11821230717.863243
2055,330303-0-3,[3- 3- 0- 3- 0- 3- 0- 3],2-1-1-0-1-0-1-0-3,11820349666.93257
2056,002002-1-3,[0- 0- 2- 0- 0- 2- 1- 3],1-0-0-1-0-0-1-1-3,11820046526.89626
2057,000111-2-0,[0- 0- 0- 1- 1- 1- 2- 0],0-0-0-0-1-1-1-2-0,11818533812.065163
2058,303033-0-3,[3- 0- 3- 0- 3- 3- 0- 3],2-1-0-1-0-1-1-0-3,11818078133.361088
2059,001101-3-0,[0- 0- 1- 1- 0- 1- 3- 0],0-0-0-1-1-0-1-3-0,11816537431.508144
2060,101001-3-0,[1- 0- 1- 0- 0- 1- 3- 0],0-1-0-1-0-0-1-3-0,11814404627.994183
2061,010011-0-2,[0- 1- 0- 0- 1- 1- 0- 2],0-0-1-0-0-1-1-0-2,11814239872.566334
2062,010111-0-3,[0- 1- 0- 1- 1- 1- 0- 3],0-0-1-0-1-1-1-0-3,11812092880.51814
2063,030000-2-3,[0- 3- 0- 0- 0- 0- 2- 3],2-0-1-0-0-0-0-2-3,11810588127.557486
2064,330000-3-3,[3- 3- 0- 0- 0- 0- 3- 3],2-1-1-0-0-0-0-3-3,11809390402.988146
2065,010001-1-3,[0- 1- 0- 0- 0- 1- 1- 3],0-0-1-0-0-0-1-1-3,11806851027.335636
2066,020022-0-1,[0- 2- 0- 0- 2- 2- 0- 1],1-0-1-0-0-1-1-0-1,11799514627.620405
2067,000030-1-2,[0- 0- 0- 0- 3- 0- 1- 2],2-0-0-0-0-1-0-1-2,11799422994.810112
2068,110001-1-3,[1- 1- 0- 0- 0- 1- 1- 3],0-1-1-0-0-0-1-1-3,11799268398.947828
2069,002000-3-1,[0- 0- 2- 0- 0- 0- 3- 1],1-0-0-1-0-0-0-3-1,11794063974.768486
2070,020022-1-0,[0- 2- 0- 0- 2- 2- 1- 0],1-0-1-0-0-1-1-1-0,11792470138.976753
2071,222022-0-0,[2- 2- 2- 0- 2- 2- 0- 0],1-1-1-1-0-1-1-0-0,11791122927.725918
2072,110110-0-2,[1- 1- 0- 1- 1- 0- 0- 2],0-1-1-0-1-1-0-0-2,11790285104.882256
2073,101110-0-2,[1- 0- 1- 1- 1- 0- 0- 2],0-1-0-1-1-1-0-0-2,11782598883.656658
2074,300003-1-3,[3- 0- 0- 0- 0- 3- 1- 3],2-1-0-0-0-0-1-1-3,11778394524.06681
2075,020000-3-1,[0- 2- 0- 0- 0- 0- 3- 1],1-0-1-0-0-0-0-3-1,11776591421.3475
2076,011011-0-1,[0- 1- 1- 0- 1- 1- 0- 1],0-0-1-1-0-1-1-0-1,11775692798.285292
2077,033000-1-1,[0- 3- 3- 0- 0- 0- 1- 1],2-0-1-1-0-0-0-1-1,11773050211.94984
2078,202002-0-2,[2- 0- 2- 0- 0- 2- 0- 2],1-1-0-1-0-0-1-0-2,11771517574.80302
2079,000003-3-0,[0- 0- 0- 0- 0- 3- 3- 0],2-0-0-0-0-0-1-3-0,11771308523.087685
2080,100101-1-3,[1- 0- 0- 1- 0- 1- 1- 3],0-1-0-0-1-0-1-1-3,11767219252.490528
2081,101010-2-0,[1- 0- 1- 0- 1- 0- 2- 0],0-1-0-1-0-1-0-2-0,11765809993.445381
2082,333030-0-2,[3- 3- 3- 0- 3- 0- 0- 2],2-1-1-1-0-1-0-0-2,11765008440.582054
2083,000303-1-3,[0- 0- 0- 3- 0- 3- 1- 3],2-0-0-0-1-0-1-1-3,11762832081.882332
2084,000200-3-1,[0- 0- 0- 2- 0- 0- 3- 1],1-0-0-0-1-0-0-3-1,11762499085.633263
2085,303300-3-0,[3- 0- 3- 3- 0- 0- 3- 0],2-1-0-1-1-0-0-3-0,11761226447.68835
2086,000330-1-3,[0- 0- 0- 3- 3- 0- 1- 3],2-0-0-0-1-1-0-1-3,11759176123.708412
2087,000000-3-1,[0- 0- 0- 0- 0- 0- 3- 1],0-0-0-0-0-0-0-3-1,11757886103.80206
2088,222000-0-1,[2- 2- 2- 0- 0- 0- 0- 1],1-1-1-1-0-0-0-0-1,11752118171.644148
2089,030000-3-1,[0- 3- 0- 0- 0- 0- 3- 1],2-0-1-0-0-0-0-3-1,11749998430.123035
2090,100000-1-1,[1- 0- 0- 0- 0- 0- 1- 1],0-1-0-0-0-0-0-1-1,11746413479.928373
2091,101111-0-1,[1- 0- 1- 1- 1- 1- 0- 1],0-1-0-1-1-1-1-0-1,11744797456.083355
2092,000002-2-0,[0- 0- 0- 0- 0- 2- 2- 0],1-0-0-0-0-0-1-2-0,11742761069.35136
2093,110000-3-1,[1- 1- 0- 0- 0- 0- 3- 1],0-1-1-0-0-0-0-3-1,11741862299.060932
2094,202200-3-0,[2- 0- 2- 2- 0- 0- 3- 0],1-1-0-1-1-0-0-3-0,11741723742.66789
2095,202020-3-0,[2- 0- 2- 0- 2- 0- 3- 0],1-1-0-1-0-1-0-3-0,11739470387.357359
2096,010000-1-1,[0- 1- 0- 0- 0- 0- 1- 1],0-0-1-0-0-0-0-1-1,11739398412.308908
2097,200220-3-0,[2- 0- 0- 2- 2- 0- 3- 0],1-1-0-0-1-1-0-3-0,11736544357.015684
